instruction,code
"Create a arkTS app that contains a form with text fields for username and password, along with a login button. When the login button is pressed, display a dialog with the entered username and password.","import promptAction from '@ohos.promptAction';

@Entry
@Component
struct LoginApp {
  @State username: string = '';
  @State password: string = '';
  @State showDialog: boolean = false;

  build() {
    Column() {
      // Username Input
      Text('Username')
        .fontSize(18)
        .margin({ bottom: 10 });

      TextInput({ placeholder: 'Enter your username' })
        .width('100%')
        .height(40)
        .margin({ bottom: 20 })
        .backgroundColor('#f5f5f5')
        .padding({ left: 12 })
        .onChange((value: string) => {
          this.username = value;
        });

      // Password Input
      Text('Password')
        .fontSize(18)
        .margin({ bottom: 10 });

      TextInput({ placeholder: 'Enter your password' })
        .type(InputType.Password)
        .width('100%')
        .height(40)
        .margin({ bottom: 30 })
        .backgroundColor('#f5f5f5')
        .padding({ left: 12 })
        .onChange((value: string) => {
          this.password = value;
        });

      // Login Button
      Button('Login')
        .width('100%')
        .height(50)
        .fontSize(18)
        .backgroundColor('#007AFF')
        .onClick(() => {
          if (this.username && this.password) {
            this.showDialog = true;
          } else {
            promptAction.showToast({
              message: 'Please fill in all fields'
            });
          }
        });

      // Dialog
      if (this.showDialog) {
        Column() {
          Text('Login Information')
            .fontSize(20)
            .margin({ bottom: 20 });

          Text(`Username: ${this.username}`)
            .fontSize(16)
            .margin({ bottom: 12 });

          Text(`Password: ${this.password}`)
            .fontSize(16)
            .margin({ bottom: 20 });

          Button('Close')
            .onClick(() => {
              this.showDialog = false;
            });
        }
        .width('80%')
        .padding(20)
        .backgroundColor(Color.White)
        .borderRadius(12)
        .shadow({ radius: 4, color: '#1F000000', offsetX: 2, offsetY: 2 })
        .position({ x: '10%', y: '30%' });
      }
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor('#FFFFFF');
  }
}"
"How to implement a function in Arkts that validates if a given string can be interpreted as a decimal number, including optional leading sign, optional decimal point, and optional exponent part, and how to design a user interface with real-time validation feedback and state management for handling input and validation results?","@Entry
@Component
struct DecimalNumberValidator {
  @State input: string = '';
  @State isValid: boolean = false;

  build() {
    Column() {
      TextInput({ placeholder: 'Enter a number' })
        .width('100%')
        .height(50)
        .onChange((value: string) => {
          this.input = value;
          this.isValid = this.validateDecimalNumber(value);
        })
        .margin({ bottom: 20 });

      Text(this.isValid ? 'Valid Decimal Number' : 'Invalid Decimal Number')
        .fontSize(20)
        .fontColor(this.isValid ? '#00FF00' : '#FF0000')
        .width('100%')
        .textAlign(TextAlign.Center);
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor('#ffffff');
  }

  validateDecimalNumber(str: string): boolean {
    const decimalPattern = /^[+-]?(\d+(\.\d*)?|\.\d+)([eE][+-]?\d+)?$/;
    return decimalPattern.test(str);
  }
}"
Create a arkTS app that allows users to input their name in a text field and displays a greeting message when a 'Submit' button is pressed.,"@Entry
@Component
struct GreetingApp {
  @State userName: string = ''
  @State showGreeting: boolean = false

  build() {
    Column() {
      // Name Input
      TextInput({ placeholder: 'Enter your name' })
        .onChange((value: string) => this.userName = value)
        .width('100%')
        .height(40)
        .margin({ bottom: 20 })
        .backgroundColor('#f5f5f5')
        .padding({ left: 12 })

      // Submit Button
      Button('Submit')
        .width('100%')
        .height(50)
        .fontSize(18)
        .backgroundColor('#007AFF')
        .onClick(() => {
          if (this.userName) {
            this.showGreeting = true
          }
        })

      // Display Greeting
      if (this.showGreeting) {
        Text(`Hello, ${this.userName}!`)
          .fontSize(24)
          .margin({ top: 20 })
      }
    }
    .padding(20)
    .width('100%')
    .height('100%')
    .backgroundColor('#FFFFFF')
  }
}"
"Create a arkTS app with a bottom navigation bar that has three tabs: Home, Profile, and Settings. Each tab should display a corresponding icon and text.","@Entry
@Component
struct MainApp {
  @State currentIndex: number = 0

  build() {
    Column() {
      // Content Area
      Column() {
        if (this.currentIndex === 0) {
          this.HomeTab()
        } else if (this.currentIndex === 1) {
          this.ProfileTab()
        } else {
          this.SettingsTab()
        }
      }
      .width('100%')
      .layoutWeight(1)

      // Bottom Navigation Bar
      Row() {
        // Home Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Home')
            .fontSize(12)
            .fontColor(this.currentIndex === 0 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 0)

        // Profile Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Profile')
            .fontSize(12)
            .fontColor(this.currentIndex === 1 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 1)

        // Settings Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Settings')
            .fontSize(12)
            .fontColor(this.currentIndex === 2 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 2)
      }
      .width('100%')
      .height(60)
      .backgroundColor(Color.White)
      .border({ width: { top: 0.5 }, color: '#cccccc' })
    }
  }

  @Builder HomeTab() {
    Column() {
      Text('Home')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      List() {
        ForEach([1, 2, 3, 4, 5], (item: number) => {
          ListItem() {
            Column() {
              Text(`Home Content ${item}`)
                .fontSize(16)
                .padding(16)
            }
            .width('100%')
            .backgroundColor(Color.White)
            .borderRadius(8)
            .margin({ bottom: 10 })
          }
        })
      }
      .width('100%')
      .padding({ left: 16, right: 16 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder ProfileTab() {
    Column() {
      Text('Profile')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      Image($r('app.media.app_icon'))
        .width(100)
        .height(100)
        .borderRadius(50)
        .margin({ bottom: 16 })

      Text('User Name')
        .fontSize(20)
        .fontWeight(FontWeight.Medium)
        .margin({ bottom: 8 })

      Text('user@email.com')
        .fontSize(16)
        .fontColor('#666666')
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder SettingsTab() {
    Column() {
      Text('Settings')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      List() {
        ForEach(['Account', 'Notifications', 'Privacy', 'Help', 'About'], (item: string) => {
          ListItem() {
            Row() {
              Text(item)
                .fontSize(16)
              Blank()
              Image($r('app.media.app_icon'))
                .width(20)
                .height(20)
            }
            .width('100%')
            .padding(16)
            .backgroundColor(Color.White)
          }
          .margin({ bottom: 1 })
        })
      }
      .width('100%')
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }
}"
"Create a arkTS app with a grid view of images. When an image is tapped, a message should be displayed with the name of the image.","// Define the Item class with a constructor
class Item {
  image: Resource
  name: string
  constructor(image: Resource, name: string) {
    this.image = image
    this.name = name
  }
}

@Entry
@Component
struct ImageGrid {
  // State variable to hold the message to display
  @State message: string = ''

  // Initialize the items array using the Item constructor
  private items: Item[] = [
    new Item($r('app.media.app_icon'), 'Image 1'),
    new Item($r('app.media.app_icon'), 'Image 2'),
    new Item($r('app.media.app_icon'), 'Image 3'),
    new Item($r('app.media.app_icon'), 'Image 4'),
    // Add more items as needed
  ]

  build() {
    Column() {
      // Grid view of images
      Grid() {
        ForEach(this.items, (item: Item) => {
          GridItem() {
            Column() {
              // Display the image
              Image(item.image)
                .width('100%')
                .aspectRatio(1)
                .objectFit(ImageFit.Cover)
                .borderRadius(5)
                .onClick(() => {
                  // When the image is tapped, update the message
                  this.message = item.name
                })
            }
            .width('100%')
          }
        })
      }
      .columnsTemplate('1fr 1fr') // Adjust the number of columns as needed
      .rowsGap(10)
      .columnsGap(10)
      .padding(10)
      .width('100%')

      // Display the message when an image is tapped
      if (this.message !== '') {
        Text(`You tapped on: ${this.message}`)
          .fontSize(18)
          .fontWeight(FontWeight.Bold)
          .margin({ top: 20 })
          .textAlign(TextAlign.Center)
      }
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#F5F5F5')
  }
}"
Create a arkTS app that allows users to make a list of favorite books. Users should be able to add or remove books from the list.,"// Define the interface for book data structure
interface Book {
  id: number;
  title: string;
}

@Entry
@Component
struct FavoriteBooksApp {
  @State favoriteBooks: Book[] = [];
  @State newBookTitle: string = '';

  build() {
    Column() {
      // Title
      Text('Favorite Books List')
        .fontSize(24)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 });

      // Input field to add a new book
      TextInput({ placeholder: 'Enter book title' })
        .width('80%')
        .height(40)
        .margin({ bottom: 20 })
        .onChange((value: string) => {
          this.newBookTitle = value;
        });

      // Button to add a new book
      Button('Add Book')
        .width('80%')
        .height(40)
        .margin({ bottom: 20 })
        .onClick(() => {
          if (this.newBookTitle.trim() !== '') {
            const newBook: Book = {
              id: this.favoriteBooks.length + 1,
              title: this.newBookTitle.trim()
            };
            this.favoriteBooks = [...this.favoriteBooks, newBook];
            this.newBookTitle = '';
          }
        });

      // List of favorite books
      List() {
        ForEach(this.favoriteBooks, (book: Book) => {
          ListItem() {
            Row() {
              Text(book.title)
                .fontSize(18)
                .padding(10);

              Button('Remove')
                .width(80)
                .height(30)
                .onClick(() => {
                  this.favoriteBooks = this.favoriteBooks.filter(b => b.id !== book.id);
                });
            }
            .justifyContent(FlexAlign.SpaceBetween)
            .width('100%')
            .padding(10)
            .backgroundColor('#f0f0f0')
            .borderRadius(5);
          }
          .margin({ bottom: 10 });
        });
      }
      .width('100%')
      .height('60%');
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor('#FFFFFF');
  }
}"
"How can an arkTS app be created that includes a custom drawer featuring a profile picture, user name, and a list of menu items?","@Entry
@Component
struct CustomDrawerApp {
  @State isDrawerOpen: boolean = false;

  build() {
    Column() {
      Button('Toggle Drawer')
        .onClick(() => {
          this.isDrawerOpen = !this.isDrawerOpen;
        });

      Panel(this.isDrawerOpen) {
        Column() {
          // Profile Picture
          Image($r('app.media.app_icon'))
            .width(100)
            .height(100)
            .margin({ top: 20, bottom: 10 });

          // User Name
          Text('John Doe')
            .fontSize(20)
            .fontWeight(FontWeight.Bold)
            .margin({ bottom: 20 });

          // Menu Items
          this.DrawerItem('Home', () => {
            console.info('Navigated to Home');
          });
          this.DrawerItem('Profile', () => {
            console.info('Navigated to Profile');
          });
          this.DrawerItem('Settings', () => {
            console.info('Navigated to Settings');
          });
          this.DrawerItem('Logout', () => {
            console.info('Logged out');
          });
        }
        .width('250px')
        .height('100%')
        .backgroundColor(Color.White)
      }
      .mode(PanelMode.Mini)
      .type(PanelType.Temporary)
      .dragBar(false);

      // Main Content Area
      Text('Main Content Area')
        .fontSize(24)
        .margin(16);
    }
    .width('100%')
    .height('100%');
  }

  @Builder DrawerItem(label: string, onClick: () => void) {
    Row() {
      Text(label)
        .fontSize(18)
        .padding(16);
      Blank();
      Image($r('app.media.app_icon'))
        .width(20)
        .height(20);
    }
    .onClick(onClick)
    .width('100%')
    .backgroundColor(Color.White)
    .border({ width: { bottom: 1 }, color: '#cccccc' });
  }
}"
"How to implement a mobile application function in ArkTS that calculates the number of days in a specified month and year, including leap year handling, with state management for storing and updating input values and results, and a user interface that allows dynamic input of month and year, displays the number of days, and updates in real-time based on user input?","@Entry
@Component
struct DaysInMonthApp {
  @State month: number = 1
  @State year: number = 2023
  @State daysInMonth: number = 31

  calculateDaysInMonth() {
    const isLeapYear = (year: number) => (year % 4 === 0 && year % 100 !== 0) || year % 400 === 0
    const daysInMonthMap = [31, isLeapYear(this.year) ? 29 : 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
    this.daysInMonth = daysInMonthMap[this.month - 1]
  }

  build() {
    Column() {
      // Header
      Text('Days in Month Calculator')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 })

      // Month Input
      Row() {
        Text('Month:')
          .fontSize(20)
          .fontWeight(FontWeight.Medium)
          .margin({ right: 10 })

        TextInput({ text: this.month.toString() })
          .onChange((value: string) => {
            this.month = parseInt(value, 10)
            this.calculateDaysInMonth()
          })
          .width(100)
          .height(40)
          .borderRadius(8)
          .backgroundColor('#F0F0F0')
          .padding(8)
      }
      .margin({ bottom: 20 })

      // Year Input
      Row() {
        Text('Year:')
          .fontSize(20)
          .fontWeight(FontWeight.Medium)
          .margin({ right: 10 })

        TextInput({ text: this.year.toString() })
          .onChange((value: string) => {
            this.year = parseInt(value, 10)
            this.calculateDaysInMonth()
          })
          .width(100)
          .height(40)
          .borderRadius(8)
          .backgroundColor('#F0F0F0')
          .padding(8)
      }
      .margin({ bottom: 20 })

      // Display Result
      Column() {
        Text('Number of Days:')
          .fontSize(20)
          .fontWeight(FontWeight.Medium)
          .margin({ bottom: 8 })

        Text(this.daysInMonth.toString())
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .fontColor('#007AFF')
      }
      .padding(16)
      .borderRadius(12)
      .backgroundColor('#F0F0F0')
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor(Color.White)
  }
}"
"How to implement a function in ARKTS (HarmonyOS native language) that integrates with a mobile application's state management to find the nth digit of the infinite integer sequence 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, ..., and design a user interface component that takes user input for 'n', displays the resulting digit, and ensures the application state is updated accordingly?","@Entry
@Component
struct NthDigitFinder {
  @State n: number = 1;
  @State result: string = '';

  findNthDigit(n: number): string {
    let len = 1;
    let count = 9;
    let start = 1;

    while (n > len * count) {
      n -= len * count;
      len++;
      count *= 10;
      start *= 10;
    }

    const num = start + Math.floor((n - 1) / len);
    const digit = num.toString().charAt((n - 1) % len);
    return digit;
  }

  build() {
    Column() {
      TextInput({ placeholder: 'Enter n' })
        .onChange((value: string) => {
          this.n = parseInt(value) || 1;
          this.result = this.findNthDigit(this.n);
        })
        .margin(10)
        .width('80%')
        .height(40)
        .fontSize(18)
        .borderColor(Color.Blue)
        .borderWidth(1)

      Text(`The ${this.n}th digit is: ${this.result}`)
        .fontSize(24)
        .margin(10)
        .fontColor(Color.Green)
    }
    .width('100%')
    .height('100%')
    .justifyContent(FlexAlign.Center)
    .padding(20)
  }
}"
"Create a arkTS app with a bottom navigation bar containing three tabs: Home, Profile, and Settings. Each tab should have a corresponding icon and display a simple text message when selected.","@Entry
@Component
struct MainApp {
  @State currentIndex: number = 0

  build() {
    Column() {
      // Content Area
      Column() {
        if (this.currentIndex === 0) {
          this.HomeTab()
        } else if (this.currentIndex === 1) {
          this.ProfileTab()
        } else {
          this.SettingsTab()
        }
      }
      .width('100%')
      .layoutWeight(1)

      // Bottom Navigation Bar
      Row() {
        // Home Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Home')
            .fontSize(12)
            .fontColor(this.currentIndex === 0 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 0)

        // Profile Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Profile')
            .fontSize(12)
            .fontColor(this.currentIndex === 1 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 1)

        // Settings Tab
        Column() {
          Image($r('app.media.app_icon'))
            .width(24)
            .height(24)
            .margin({ bottom: 4 })
          Text('Settings')
            .fontSize(12)
            .fontColor(this.currentIndex === 2 ? '#1698CE' : '#666666')
        }
        .width('33.33%')
        .onClick(() => this.currentIndex = 2)
      }
      .width('100%')
      .height(60)
      .backgroundColor(Color.White)
      .border({ width: { top: 0.5 }, color: '#cccccc' })
    }
  }

  @Builder HomeTab() {
    Column() {
      Text('Welcome to the Home Tab!')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder ProfileTab() {
    Column() {
      Text('This is your Profile!')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }

  @Builder SettingsTab() {
    Column() {
      Text('Settings Screen')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20 })
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5')
  }
}"
How can I trigger an action when a page is shown in arkTS?,"// Import necessary modules
import router from '@ohos.router';
import promptAction from '@ohos.promptAction';

@Entry
@Component
struct PageLifecycleExample {
  @State isPageShown: boolean = false;

  // Lifecycle method to handle page show event
  onPageShow(): void {
    // Update the state variable to indicate the page is shown
    this.isPageShown = true;
    // Display a toast message when the page is shown
    promptAction.showToast({ message: 'Page is now visible!' });
  }

  // Lifecycle method to handle page hide event
  onPageHide(): void {
    // Update the state variable to indicate the page is hidden
    this.isPageShown = false;
  }

  // Function to navigate to another page
  navigateToNextPage(): void {
    // Use router.pushUrl instead of router.replaceUrl
    router.pushUrl({ url: 'pages/NextPage' });
  }

  build() {
    Column({ space: 10 }) {
      // Display the page status
      Text(this.isPageShown ? 'Page is visible' : 'Page is hidden')
        .fontSize(20)
        .fontColor('#000000');

      // Button to navigate to the next page
      Button('Go to Next Page')
        .width('50%')
        .height(50)
        .onClick(() => {
          this.navigateToNextPage();
        });
    }
    .width('100%')
    .height('100%')
    .padding(20);
  }
}"
"How to create a mobile application function in ArkTS that reverses a list in place, integrates state management for handling the list data, and implements a basic user interface allowing users to input a list, trigger the reversal function, and display the reversed list?","@Entry
@Component
struct ReverseListApp {
  @State listData: string[] = []
  @State inputValue: string = ''

  build() {
    Column() {
      // Input field for adding items to the list
      TextInput({ placeholder: 'Enter an item', text: this.inputValue })
        .onChange((value: string) => {
          this.inputValue = value
        })
        .width('80%')
        .margin({ top: 20, bottom: 10 })

      // Button to add the item to the list
      Button('Add Item')
        .onClick(() => {
          if (this.inputValue.trim() !== '') {
            this.listData.push(this.inputValue)
            this.inputValue = ''
          }
        })
        .width('80%')
        .margin({ bottom: 20 })

      // Button to reverse the list
      Button('Reverse List')
        .onClick(() => {
          this.listData = this.listData.reverse()
        })
        .width('80%')
        .margin({ bottom: 20 })

      // Display the list of items
      List() {
        ForEach(this.listData, (item: string) => {
          ListItem() {
            Text(item)
              .fontSize(18)
              .padding(10)
              .backgroundColor('#f0f0f0')
              .width('100%')
          }
        })
      }
      .width('100%')
      .height('60%')
    }
    .width('100%')
    .height('100%')
    .padding(20)
  }
}"
"How to implement an ArkTS function in a mobile application that uses state management to count and dynamically display the number of occurrences of a specific character in a given string, ensuring the user interface updates automatically whenever the input string or character is modified?","@Entry
@Component
struct CharacterCounter {
  @State inputString: string = '';
  @State targetChar: string = '';
  @State count: number = 0;

  build() {
    Column() {
      TextInput({ placeholder: 'Enter a string' })
        .onChange((value: string) => {
          this.inputString = value;
          this.updateCount();
        })
        .margin({ bottom: 20 })

      TextInput({ placeholder: 'Enter a character to count' })
        .onChange((value: string) => {
          this.targetChar = value;
          this.updateCount();
        })
        .margin({ bottom: 20 })

      Text(`Occurrences of ""${this.targetChar}"": ${this.count}`)
        .fontSize(24)
        .margin({ top: 20 })
    }
    .padding(20)
    .width(""100%"")
    .height(""100%"")
    .backgroundColor(""#ffffff"")
  }

  updateCount() {
    if (this.targetChar.length === 1) {
      this.count = this.inputString.split(this.targetChar).length - 1;
    } else {
      this.count = 0;
    }
  }
}"
"Create a arkTS app that displays a grid view of images with captions. When an image is tapped, show a dialog with additional details about the image.","// Define interface for image data
interface ImageItem {
  id: number;
  caption: string;
  image: Resource;
  details: string;
}

@Entry
@Component
struct ImageGridApp {
  // Sample data array
  private images: ImageItem[] = [
    {
      id: 1,
      caption: 'Mountain View',
      image: $r('app.media.app_icon'),
      details: 'A breathtaking view of a mountain range during sunset.'
    },
    {
      id: 2,
      caption: 'Ocean Waves',
      image: $r('app.media.app_icon'),
      details: 'Waves crashing against the shore on a sunny day.'
    },
    {
      id: 3,
      caption: 'Forest Trail',
      image: $r('app.media.app_icon'),
      details: 'A serene path winding through a lush green forest.'
    },
    {
      id: 4,
      caption: 'Desert Dunes',
      image: $r('app.media.app_icon'),
      details: 'Golden sand dunes under a clear blue sky.'
    }
  ];

  @State selectedImage: ImageItem | null = null;
  dialogController: CustomDialogController = new CustomDialogController({
    builder: this.DialogBuilder,
    customStyle: true,
    alignment: DialogAlignment.Center
  });

  @Builder DialogBuilder() {
    if (this.selectedImage) {
      Column() {
        Image(this.selectedImage.image)
          .width('100%')
          .height(200)
          .borderRadius(8)
          .objectFit(ImageFit.Cover);

        Text(this.selectedImage.caption)
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .margin({ top: 16, bottom: 8 });

        Text(this.selectedImage.details)
          .fontSize(16)
          .lineHeight(24);

        Button('Close')
          .width('100%')
          .height(40)
          .margin({ top: 24 })
          .onClick(() => {
            this.dialogController.close();
          });
      }
      .padding(24)
      .width('90%')
      .backgroundColor(Color.White)
      .borderRadius(16);
    }
  }

  build() {
    Column() {
      // Header
      Text('Image Gallery')
        .fontSize(28)
        .fontWeight(FontWeight.Bold)
        .margin({ top: 20, bottom: 20 });

      // Grid of Images
      Grid() {
        ForEach(this.images, (imageItem: ImageItem) => {
          GridItem() {
            Column() {
              Image(imageItem.image)
                .width('100%')
                .height(160)
                .borderRadius(8)
                .objectFit(ImageFit.Cover);

              Text(imageItem.caption)
                .fontSize(16)
                .fontWeight(FontWeight.Medium)
                .margin({ top: 8 });

              // Click to open dialog with details
              Button('View Details')
                .onClick(() => {
                  this.selectedImage = imageItem;
                  this.dialogController.open();
                })
                .margin({ top: 4 });
            }
            .backgroundColor(Color.White)
            .borderRadius(12)
            .padding(16);
          }
        });
      }
      .columnsTemplate('1fr 1fr')
      .rowsGap(16)
      .columnsGap(16)
      .padding(16);
    }
    .width('100%')
    .height('100%')
    .backgroundColor('#f5f5f5');
  }
}"
How can an arkTS app be created that enables users to choose a date from a date picker and then showcases the chosen date on the screen?,"@Entry
@Component
struct PhoneNumberFormatter {
  @State selectedDate: Date = new Date()
  @State displayDate: string = ''

  aboutToAppear() {
    // Initialize display date
    this.updateDisplayDate()
  }

  updateDisplayDate() {
    this.displayDate = this.selectedDate.toLocaleDateString()
  }

  build() {
    Column() {
      DatePicker({
        start: new Date('2000-01-01'),
        end: new Date('2030-12-31'),
        selected: this.selectedDate
      })
        .onDateChange((value: Date) => {
          this.selectedDate = value
          this.updateDisplayDate()
        })
        .margin({ bottom: 40 })

      Column() {
        Text('Selected Date:')
          .fontSize(20)
          .fontWeight(FontWeight.Medium)
          .margin({ bottom: 8 })

        Text(this.displayDate)
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .fontColor('#007AFF')
      }
      .padding(16)
      .borderRadius(12)
      .backgroundColor('#F0F0F0')
    }
    .width('100%')
    .height('100%')
    .padding(20)
    .backgroundColor(Color.White)
  }
}"
"How to implement an ArkTS function that checks if a number can be expressed as the sum of two squares, including state management for efficient data handling, and design a responsive UI component for a mobile application that allows users to input a number and dynamically view the results?","@Entry
@Component
struct SumOfSquaresApp {
    @State inputNumber: number = 0
    @State result: string = """"

    build() {
        Column({ space: 10 }) {
            TextInput({ placeholder: 'Enter a number' })
                .onChange((value: string) => {
                    const num = parseFloat(value)
                    this.inputNumber = isNaN(num) || !Number.isInteger(num) || num < 0 ? 0 : num
                })
                .type(InputType.Number)
                .margin({ bottom: 20 })

            Button('Check')
                .onClick(() => {
                    if (this.inputNumber <= 0) {
                        this.result = ""Please enter a positive integer.""
                        return
                    }
                    this.result = this.canBeSumOfSquares(this.inputNumber) ? ""Yes"" : ""No""
                })
                .margin({ bottom: 20 })

            Text(`Result: ${this.result}`)
                .fontSize(24)
        }
        .width('100%')
        .height('100%')
        .padding(20)
    }

    private canBeSumOfSquares(num: number): boolean {
        for (let i = 0; i * i <= num; i++) {
            const j = Math.sqrt(num - i * i)
            if (j === Math.floor(j)) {
                return true
            }
        }
        return false
    }
}"
"Create a arkTS app that displays a list of movies with images and titles. When a movie is tapped, show its details including the description and release year.","import router from '@ohos.router';

interface Movie {
  id: number;
  title: string;
  image: string;
  releaseYear: string;
  description: string;
}

const movies: Movie[] = [
  {
    id: 1,
    title: 'Inception',
    image: 'app.media.app_icon',
    releaseYear: '2010',
    description: 'A skilled thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.',
  },
  {
    id: 2,
    title: 'The Matrix',
    image: 'app.media.app_icon',
    releaseYear: '1999',
    description: 'A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.',
  },
  {
    id: 3,
    title: 'Interstellar',
    image: 'app.media.app_icon',
    releaseYear: '2014',
    description: 'A team of explorers travel through a wormhole in space in an attempt to ensure humanity’s survival.',
  },
];

@Entry
@Component
struct MovieListApp {
  @State selectedMovie: Movie | null = null;

  build() {
    if (this.selectedMovie == null) {
      Column() {
        Text('Movie List')
          .fontSize(24)
          .fontWeight(FontWeight.Bold)
          .padding(16);

        List() {
          ForEach(movies, (movie: Movie) => {
            ListItem() {
              Column({ space: 10 }) {
                Image(movie.image)
                  .width(100)
                  .height(150)
                  .objectFit(ImageFit.Cover)
                  .borderRadius(8);

                Text(movie.title)
                  .fontSize(20)
                  .fontWeight(FontWeight.Medium)
                  .textAlign(TextAlign.Center);
              }
              .padding(16)
              .onClick(() => {
                this.selectedMovie = movie;
              });
            }
          });
        }
      }
      .width('100%')
      .height('100%')
      .backgroundColor('#F5F5F5');
    } else {
      Scroll() {
        Column({ space: 16 }) {
          Image(this.selectedMovie.image)
            .width('100%')
            .height(300)
            .objectFit(ImageFit.Cover)
            .borderRadius(8);

          Text(this.selectedMovie.title)
            .fontSize(24)
            .fontWeight(FontWeight.Bold)
            .padding(16);

          Text(`Release Year: ${this.selectedMovie.releaseYear}`)
            .fontSize(18)
            .padding({ left: 16, right: 16, bottom: 8 });

          Text('Description:')
            .fontSize(20)
            .fontWeight(FontWeight.Medium)
            .padding({ left: 16, right: 16, top: 16, bottom: 4 });

          Text(this.selectedMovie.description)
            .fontSize(16)
            .padding({ left: 16, right: 16, bottom: 16 });

          Button('Back')
            .onClick(() => {
              this.selectedMovie = null;
            })
            .padding(16);
        }
      }
      .width('100%')
      .height('100%')
      .backgroundColor('#F5F5F5');
    }
  }
}"
